Ticker,Name,Weight,Price,IntradayReturn,Volume,Amount,IntradayContribution,MarketCap,YTDReturn,YTDContribution,PE,PB,Profit_TTM,DividendYield,Dividend,SharesOutstanding,Sector,Date
MRVL,Marvell Technology Inc,0.00508,91.82,0.047576,22345355,2025118427.0,0.00024168608000000002,79451846000.0,-0.16829999999999998,-0.0008549639999999999,-53.76,5.941257767574722,-1477900000.0,0.00261,0.24,865300000,Information Technology,2025-02-28 16:15:00 -0500
ORLY,O'Reilly Automotive Inc,0.00508,1373.64,0.014910000000000001,366054,500088877.0,7.574280000000001e-05,78959827230.0,0.15839999999999999,0.000804672,33.084,-57.594510150179325,2386680000.0,0.0,0.0,57482184,Consumer Discretionary,2025-02-28 16:15:00 -0500
CEG,Constellation Energy Corp,0.00501,250.545,0.0032229999999999997,6029597,1497225900.0,1.614723e-05,78382316005.0,0.12,0.0006012,20.908,5.953388728922984,3749000000.0,0.00565,1.415,312847257,Utilities,2025-02-28 16:00:00 -0500
MAR,Marriott International Inc/MD,0.00497,280.45,0.011688,2269813,636010659.0,5.808936e-05,77318746324.0,0.0077,3.8268999999999996e-05,32.555,-25.841826979946525,2375000000.0,0.009130000000000001,2.561,275695298,Consumer Discretionary,2025-02-28 16:00:00 -0500
DASH,DoorDash Inc,0.00493,198.44,0.013276,7875475,1554448260.0,6.545068e-05,83363866909.0,0.183,0.0009021900000000001,677.755,10.683566180827887,123000000.0,0.0,0.0,420096084,Consumer Discretionary,2025-02-28 16:00:00 -0500
REGN,Regeneron Pharmaceuticals Inc,0.00486,698.74,-0.005749,1028932,718154492.0,-2.7940139999999996e-05,76389528301.0,-0.0178,-8.650799999999999e-05,17.312,2.6023904495871033,4412600000.0,0.00126,0.88,109324682,Health Care,2025-02-28 16:00:00 -0500
PDD,PDD Holdings Inc ADR,0.00485,113.69,-0.042046,10443138,1188692077.0,-0.0002039231,157889331219.0,0.1722,0.00083517,10.62,4.128350403540016,14867714532.89573,0.0,0.0,1388770615,Consumer Discretionary,2025-02-28 16:00:00 -0500
PYPL,PayPal Holdings Inc,0.00454,71.05,0.004524,13601324,960657091.0,2.053896e-05,70285676215.0,-0.1675,-0.00076045,16.949,3.4425075287750406,4147000000.0,0.0,0.0,989242452,Financials,2025-02-28 16:15:00 -0500
SNPS,Synopsys Inc,0.00452,457.28,0.005652000000000001,1581756,720735929.0,2.554704e-05,70704668353.0,-0.0579,-0.000261708,33.51,7.598737118787825,2109951000.0,0.0,0.0,154620076,Information Technology,2025-02-28 16:00:00 -0500
CDNS,Cadence Design Systems Inc,0.00438,250.5,0.0078049999999999994,2102497,524458672.0,3.41859e-05,68664054000.0,-0.1663,-0.000728394,65.055,14.691967053935977,1055484000.0,0.0,0.0,274108000,Information Technology,2025-02-28 16:00:00 -0500
ASML,ASML Holding NV,0.00402,709.08,0.016311,1773419,1251826014.0,6.557022e-05,278967473927.0,0.0252,0.000101304,35.409,14.510439059023346,7878325516.0,0.00951,6.742,393421721,Information Technology,2025-02-28 16:15:00 -0500
ROP,Roper Technologies Inc,0.0040100000000000005,584.5,0.020960999999999997,911149,529768261.0,8.405361e-05,62766653492.0,0.12619999999999998,0.0005060619999999999,40.513,3.3266898541414913,1549300000.0,0.00525,3.069,107385207,Information Technology,2025-02-28 16:00:00 -0500
CSX,CSX Corp,0.00394,32.01,0.004078,21083306,674084171.0,1.606732e-05,60646676790.0,-0.004,-1.576e-05,17.477,4.850957989921612,3470000000.0,0.01559,0.499,1894616582,Industrials,2025-02-28 16:15:00 -0500
ABNB,Airbnb Inc,0.00384,138.87,-0.0041589999999999995,6253063,868223502.0,-1.597056e-05,87563034113.0,0.056799999999999996,0.000218112,33.068,10.409300298739895,2648000000.0,0.0,0.0,630539599,Consumer Discretionary,2025-02-28 16:00:00 -0500
ADSK,Autodesk Inc,0.00377,274.21,-0.028828999999999997,5094238,1388617737.0,-0.00010868532999999999,58955150000.0,-0.0723,-0.000272571,53.017,22.49338038916444,1112000000.0,0.0,0.0,215000000,Information Technology,2025-02-28 16:15:00 -0500
MSTR,MicroStrategy Inc,0.00369,255.43,0.06407,22662629,5661545286.0,0.0002364183,65735384834.0,-0.11810000000000001,-0.00043578900000000007,-56.345,3.605893720696628,-1166661000.0,0.0,0.0,257351857,Information Technology,2025-02-28 16:15:00 -0500
AEP,American Electric Power Co Inc,0.00361,106.05,0.008463,4391030,464360431.0,3.055143e-05,56546976919.0,0.1606,0.000579766,19.058,2.098700885509839,2967100000.0,0.03401,3.607,533210532,Utilities,2025-02-28 16:00:00 -0500
PCAR,PACCAR Inc,0.00359,107.24,0.016493,3414440,364931381.0,5.920987e-05,56279831146.0,0.0342,0.000122778,13.522,3.214722831911989,4162000000.0,0.03941,4.226,524802603,Industrials,2025-02-28 16:00:00 -0500
WDAY,Workday Inc,0.00358,263.34,0.010631,2795692,734194267.0,3.8058979999999995e-05,70048440000.0,0.0206,7.3748e-05,133.172,7.7538676112464024,526000000.0,0.0,0.0,266000000,Information Technology,2025-02-28 16:15:00 -0500
NXPI,NXP Semiconductors NV,0.0034999999999999996,215.59,-0.005901999999999999,4231960,915135337.0,-2.0656999999999996e-05,54677961024.0,0.037200000000000004,0.0001302,21.784,5.954259068278341,2510000000.0,0.01893,4.082,253620117,Information Technology,2025-02-28 16:00:00 -0500
PAYX,Paychex Inc,0.0034899999999999996,151.67,0.019562,2485504,375306709.0,6.827138e-05,54610766434.0,0.0888,0.00030991199999999997,31.763,13.911090107242021,1719300000.0,0.025840000000000002,3.919,360063074,Industrials,2025-02-28 16:00:00 -0500
MNST,Monster Beverage Corp,0.0033900000000000002,54.65,0.052580999999999996,15068267,825311137.0,0.00017824959,53178767350.0,0.0398,0.00013492200000000002,35.24,8.92602962241583,1509048000.0,0.0,0.0,973079000,Consumer Staples,2025-02-28 16:00:00 -0500
CPRT,Copart Inc,0.00337,54.8,-0.0077859999999999995,9240106,506728500.0,-2.6238819999999998e-05,52941893989.0,-0.0451,-0.00015198700000000002,36.403,6.377575587528491,1454344000.0,0.0,0.0,966092956,Industrials,2025-02-28 16:00:00 -0500
CHTR,Charter Communications Inc,0.0033,363.57,0.012617,1386004,504451361.0,4.16361e-05,51607996549.0,0.060700000000000004,0.00020031,10.153,3.3109640436902548,5083000000.0,0.0,0.0,141947896,Communication Services,2025-02-28 16:00:00 -0500
ROST,Ross Stores Inc,0.00297,140.32,0.016664,3137802,438403460.0,4.9492080000000005e-05,46295664923.0,-0.0724,-0.00021502800000000003,21.903,8.7958335617361,2113629000.0,0.01056,1.482,329929197,Consumer Discretionary,2025-02-28 16:00:00 -0500
FANG,Diamondback Energy Inc,0.00296,158.96,0.021659,3361366,531023588.0,6.411064e-05,46009525146.0,-0.0297,-8.7912e-05,13.784,1.2192475393788424,3338000000.0,0.03437,5.463,289440898,Energy,2025-02-28 16:00:00 -0500
TEAM,Atlassian Corp,0.00294,284.26,0.020756,2208697,620573547.0,6.102264e-05,74476206984.0,0.168,0.00049392,-215.16,61.0683462279274,-346144000.0,0.0,0.0,262000306,Information Technology,2025-02-28 16:00:00 -0500
KDP,Keurig Dr Pepper Inc,0.0029,33.52,-0.002678,36652213,1229074734.0,-7.766199999999999e-06,45478289397.0,0.0512,0.00014848,31.56,1.875934884172751,1441000000.0,0.026699999999999998,0.895,1356750877,Consumer Staples,2025-02-28 16:00:00 -0500
EXC,Exelon Corp,0.0028299999999999996,44.2,0.009363,12319568,543751706.0,2.6497289999999997e-05,44430598339.0,0.1852,0.0005241159999999999,18.061,1.6504066839641915,2460000000.0,0.0433,1.914,1005217157,Utilities,2025-02-28 16:00:00 -0500
AZN,AstraZeneca PLC ADR,0.0028299999999999996,76.21,0.007403,12806974,972273489.0,2.0950489999999998e-05,236339576444.0,0.17980000000000002,0.000508834,33.595,5.794625029274751,7035000000.0,0.020339999999999997,1.55,3101162268,Health Care,2025-02-28 16:15:00 -0500
BKR,Baker Hughes Co,0.0028199999999999996,44.59,0.023176000000000002,8584518,381120268.0,6.535632e-05,44149087570.0,0.09230000000000001,0.000260286,14.82,2.61314516543356,2979000000.0,0.01933,0.862,990111854,Energy,2025-02-28 16:15:00 -0500
FAST,Fastenal Co,0.0027700000000000003,75.73,0.022135,4662659,351822982.0,6.131395e-05,43427452863.0,0.0592,0.00016398400000000002,37.743,12.008808136216574,1150600000.0,0.021099999999999997,1.598,573451114,Industrials,2025-02-28 16:00:00 -0500
LULU,Lululemon Athletica Inc,0.0027500000000000003,365.61,0.009526,1194152,433586844.0,2.6196500000000002e-05,42513691646.0,-0.043899999999999995,-0.000120725,24.494,10.666470210741716,1735681000.0,0.0,0.0,116281534,Consumer Discretionary,2025-02-28 16:00:00 -0500
VRSK,Verisk Analytics Inc,0.00268,296.91,0.023439,1029591,304475640.0,6.281652000000001e-05,41649396150.0,0.078,0.00020904000000000002,43.466,416.07788361638364,958200000.0,0.0053300000000000005,1.584,140276165,Industrials,2025-02-28 16:00:00 -0500
XEL,Xcel Energy Inc,0.00264,72.1,0.018937,7085490,508473399.0,4.9993679999999994e-05,41425249237.0,0.0767,0.00020248800000000002,21.397,2.1219777295871323,1936000000.0,0.02964,2.137,574552694,Utilities,2025-02-28 16:00:00 -0500
CTSH,Cognizant Technology Solutions Corp,0.00264,83.33,-0.007858,5554414,461713666.0,-2.074512e-05,41216310782.0,0.0873,0.000230472,18.4,2.8606545517767907,2240000000.0,0.01456,1.213,494615514,Information Technology,2025-02-28 16:15:00 -0500
AXON,Axon Enterprise Inc,0.0025800000000000003,528.45,0.005729,1153735,606285191.0,1.478082e-05,40296836377.0,-0.1108,-0.00028586400000000004,106.879,17.312128840275555,377034000.0,0.0,0.0,76254776,Industrials,2025-02-28 16:00:00 -0500
GEHC,GE HealthCare Technologies Inc,0.00255,87.35,-0.022931,4214630,367109778.0,-5.8474050000000006e-05,39945007379.0,0.11779999999999999,0.00030039,20.043,4.729458605138527,1993000000.0,0.0014299999999999998,0.125,457298310,Health Care,2025-02-28 16:00:00 -0500
CCEP,Coca-Cola Europacific Partners PLC,0.00253,86.26,0.0016259999999999998,2235891,192740710.0,4.11378e-06,39753308566.0,0.12300000000000001,0.00031119000000000003,26.943,4.5006007446448955,1475443180.0,0.02473,2.133,460854493,Consumer Staples,2025-02-28 16:00:00 -0500
ODFL,Old Dominion Freight Line Inc,0.00241,176.5,0.009899,2123313,375327276.0,2.3856589999999997e-05,37514206444.0,0.0006,1.4459999999999998e-06,31.629,8.838126678961538,1186073000.0,0.00598,1.055,212545079,Industrials,2025-02-28 16:00:00 -0500
TTWO,Take-Two Interactive Software Inc,0.0023699999999999997,211.98,0.018106999999999998,1858252,391978792.0,4.291358999999999e-05,37413559758.0,0.1516,0.000359292,-10.234,6.561595215279118,-3655700000.0,0.0,0.0,176495706,Communication Services,2025-02-28 16:00:00 -0500
KHC,Kraft Heinz Co/The,0.0023699999999999997,30.71,0.001958,12186645,374308014.0,4.64046e-06,36698141457.0,0.0,0.0,13.374,0.7461246611161939,2744000000.0,0.05285,1.623,1194989953,Consumer Staples,2025-02-28 16:15:00 -0500
DDOG,Datadog Inc,0.00233,116.55,0.026601,5046336,582529422.0,6.198033e-05,39949146065.0,-0.1843,-0.000429419,217.415,14.717687378217283,183746000.0,0.0,0.0,342764016,Information Technology,2025-02-28 16:15:00 -0500
IDXX,IDEXX Laboratories Inc,0.00228,437.11,-0.008888,1055328,456672338.0,-2.026464e-05,35549383927.0,0.057300000000000004,0.000130644,40.039,22.28364209844714,887867000.0,0.0,0.0,81328233,Health Care,2025-02-28 16:00:00 -0500
DXCM,Dexcom Inc,0.00221,88.37,0.006377000000000001,4965831,437312753.0,1.4093170000000002e-05,34532523231.0,0.1363,0.00030122300000000004,59.931,16.423724546276038,576200000.0,0.0,0.0,390772018,Health Care,2025-02-28 16:00:00 -0500
EA,Electronic Arts Inc,0.00216,129.12,-0.010270999999999999,6204168,801641774.0,-2.2185359999999997e-05,33650943737.0,-0.1162,-0.000250992,32.079,4.540062565704264,1049000000.0,0.0059499999999999996,0.768,260617594,Communication Services,2025-02-28 16:00:00 -0500
TTD,Trade Desk Inc/The,0.00202,70.32,-0.016366000000000002,10460204,740216381.0,-3.3059320000000005e-05,34884947328.0,-0.4017,-0.0008114340000000001,88.749,11.828834230938119,393076000.0,0.0,0.0,496088557,Communication Services,2025-02-28 16:15:00 -0500
MCHP,Microchip Technology Inc,0.00202,58.86,0.030462,13308663,777413169.0,6.153324e-05,31656024515.0,0.034,6.868000000000001e-05,102.513,5.248449724778247,308800000.0,0.0308,1.813,537818969,Information Technology,2025-02-28 16:00:00 -0500
CSGP,CoStar Group Inc,0.002,76.25,0.025417000000000002,6197320,469289082.0,5.083400000000001e-05,31272077763.0,0.06509999999999999,0.0001302,225.466,4.140077813331568,138700000.0,0.0,0.0,410125610,Real Estate,2025-02-28 16:00:00 -0500
ZS,Zscaler Inc,0.00192,196.23,0.021872,2542845,495823666.0,4.199424e-05,30109260991.0,0.0877,0.000168384,-830.051,21.076872615843392,-36274000.0,0.0,0.0,153438623,Information Technology,2025-02-28 16:00:00 -0500
ANSS,ANSYS Inc,0.0018599999999999999,333.25,0.008717,840315,278730555.0,1.621362e-05,29209956018.0,-0.0121,-2.2505999999999998e-05,50.739,4.799185733860845,575692000.0,0.0,0.0,87651781,Information Technology,2025-02-28 16:00:00 -0500
WBD,Warner Bros Discovery Inc,0.0018,11.46,0.041818,74121769,843335575.0,7.52724e-05,28131599302.0,0.0842,0.00015156,-2.487,0.8265005523988601,-11311000000.0,0.0,0.0,2454764337,Communication Services,2025-02-28 16:00:00 -0500
CDW,CDW Corp/DE,0.0015199999999999999,178.2,-0.004469,1682111,298565136.0,-6.792879999999999e-06,23610123049.0,0.0273,4.1496e-05,21.906,10.035330917244018,1077800000.0,0.014070000000000001,2.508,132492273,Information Technology,2025-02-28 16:00:00 -0500
GFS,GLOBALFOUNDRIES Inc,0.0013700000000000001,38.77,0.010952,1905023,73913234.0,1.500424e-05,21426418609.0,-0.0965,-0.000132205,-80.854,1.9883461960838902,-265000000.0,0.0,0.0,552654594,Information Technology,2025-02-28 16:00:00 -0500
BIIB,Biogen Inc,0.00132,140.5,0.004432,2324350,325760090.0,5.850240000000001e-06,20565678649.0,-0.0812,-0.000107184,12.6,1.2302990337999522,1632200000.0,0.0,0.0,146374937,Health Care,2025-02-28 16:00:00 -0500
ON,ON Semiconductor Corp,0.00128,47.05,-0.006965,13110617,616118423.0,-8.9152e-06,19827864025.0,-0.25379999999999997,-0.000324864,12.607,2.254088493588286,1572800000.0,0.0,0.0,421421127,Information Technology,2025-02-28 16:00:00 -0500
MDB,MongoDB Inc,0.00127,267.43,0.0191,1340321,355325580.0,2.4257000000000002e-05,19915671488.0,0.1487,0.00018884900000000002,-99.4,13.259646950417316,-200358000.0,0.0,0.0,74470596,Information Technology,2025-02-28 16:00:00 -0500
ARM,ARM Holdings PLC ADR,0.00108,131.69,0.010358000000000001,4253846,556417026.0,1.1186640000000002e-05,138801260000.0,0.0675,7.290000000000001e-05,172.21,21.62350210313133,806000000.0,0.0,0.0,1054000000,Information Technology,2025-02-28 16:00:00 -0500
